
TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
** Script Output **  /swp/c1/prod/files/areafcp                         /dev/vg07/lvol5            61440000                                                                                                                                                                                                 
EDID_DATA            /ed07/oradata/EDOP/edid_data_80.dbf                /dev/vg_ps01/lvol1          3250.59                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_119.dbf               /dev/vg_ps01/lvol2          2621.44                                                                                                                                                                                                 

TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_148.dbf               /dev/vg_ps01/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_81.dbf                /dev/vg_ps01/lvol2           4194.3                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_82.dbf                /dev/vg_ps01/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_83.dbf                /dev/vg_ps01/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_84.dbf                /dev/vg_ps01/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed08/oradata/EDOP/edid_data_85.dbf                /dev/vg_ps01/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_86.dbf                /dev/vg_ps01/lvol3           2359.3                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_87.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_88.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_89.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_90.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_91.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
